Shanghai	상하이
Jon	존
Temecula	터메큘라
hanna	한나
kate	케이트
samsung	삼성
sony	소니
airbnb	에어비앤비
emart	이마트
mangoplate	망고플레이트
himart	하이마트
wine	와인
frypan	프라이팬
elevator	엘리베이터
angel	엔젤
halloween	할로윈
england	잉글랜드
land	랜드
real	리얼
reality	리얼리티
man	맨
mall	몰
auction	옥션
word	워드
promotion	프로모션
starcraft	스타크래프트
play	플레이
store	스토어
smart phone	스마트폰
phone	폰
version	버전
dog	도그
cat	캣
navigation	내비게이션
gram	그램
lg	엘지
sequence	시퀀스
preview	프리뷰
mini	미니
port	포트
import	임포트
cloud	클라우드
util	유틸
couponmoa	쿠폰모아
coupon	쿠폰
create	크리트
yes	예스
no	노
log	로그
logger	로거
engine	엔진
unity	유니티
development	디벨롭먼트
during	듀링
produce	프로듀스
producing	프로듀싱
push	푸시
pretty	프리티
oh	오
got	갓
try	트라이
feed	피드
error	에러
working	워킹
website	웹사이트
page	페이지
wise	와이즈
reprogram	리프로그램
before	비포
guy	가이
might	마이트
able	에이블
predict	프리딕트
war	워
using	유징
mellow	멜로우
custom	커스텀
blue	블루
shirts	셔츠
denim	데님
economy	이코노미
commerce	커머스
human	휴먼
part	파트
design	디자인
trust	트러스트
application	애플리케이션
public	퍼블릭
client	클라이언트
server	서버
like	라이크
find	파인드
tree	트리
girl	걸
even	이븐
what	왓
time	타임
first	퍼스트
second	세컨드
four	포
five	파이브
six	식스
nine	나인
ten	텐
file	파일
me	미
help	헬프
please	플리즈
can	캔
into	인투
program	프로그램
other	아더
act	액트
now	나우
and	앤드
must	머스트
underlying	언더라잉
under	언더
dark	다크
solve	솔브
why	와이
reason	리즌
most	모스트
history	히스토리
dart	다트
post	포스트
data	데이터
course	코스
note	노트
evernote	에버노트
todo	투두
link	링크
type	타입
bring	브링
hidden	히든
training	트레이닝
parameter	파라미터
unit	유닛
come	컴
helicopter	헬리콤터
neural	뉴럴
eminem	에미넴
dr. dre	닥터 드레
snoop dogg	스눕 독
jay z	제이지
nas	나스
jeju	제주
paul	폴
gary	게리
video	비디오
people	피플
software	소프트웨어
hardware	하드웨어
visual	비주얼
seamless	심리스
logo	로고
movie	무비
blog	블로그
shop	샵
project	프로젝트
manager	매니저
core	코어
shopping mall	쇼핑몰
collaboration	콜라보레이션
from	프롬
your	유어
desk	데스크
body	바디
center	센터
will	윌
orange	오렌지
banana	바나나
amazon	아마존
korean	코리안
group	그룹
secret	시크릿
believe	빌리브
really	리얼리
within	위드인
youth	유스
character	캐릭터
level	레벨
language	랭귀지
model	모델
cool	쿨
ted	테드
condition	컨디션
way	웨이
build	빌드
metal	메탈
that	뎃
modern	모던
energy	에너지
jeon	전
iteration	이터레이션
tensor	텐서
flow	플로우
github	깃허브
trend	트렌드
korea	코리아
color	칼라
travel	트래블
traveline	트래블라인
news	뉴스
city	씨티
ruby	루비
about	어바웃
beauty	뷰티
protecting	프로텍팅
protect	프로텍트
earth	어스
ufo	유에프오
kakao talk	카카오톡
talk	톡
this	디스
get	겟
lifesaving	라이프세이빙
these	디즈
never	네버
in	인
traffic	트래픽
high	하이
register	레지스터
user	유저
on	온
without	위드아웃
permission	퍼미션
community	커뮤니티
josh	조쉬
developer	디벨로퍼
scaling	스케일링
auto	오토
call	콜
schedule	스케쥴
instant	인스턴트
kakaoplace	카카오플레이스
hot	핫
place	플레이스
local	로컬
toronto	토론토
rail	레일
bus	버스
rain	레인
seoul	서울
rent	렌트
sports	스포츠
home	홈
start	스타트
kingdom	킹덤
lost	로스트
poppop	팝팝
web	웹
smart	스마트
service	서비스
touch	터치
english	잉글리쉬
basic	베이직
buy	바이
by	바이
how	하우
the	더
season	시즌
work	워크
today	투데이
performance	퍼포먼스
pattern	패턴
android	안드로이드
more	모어
iphone	아이폰
wikipedia	위키피디아
window	윈도우
linux	리눅스
free	프리
share	쉐어
download	다운로드
with	위드
for	포
computer	컴퓨터
notebook	노트북
network	네트워크
tech	테크
app	앱
category	카테고리
chart	차트
new	뉴
kon	콘
battery	배터리
saver	세이버
studio	스튜디오
day	데이
star	스타
game	게임
pub	펍
soft	소프트
kakao	카카오
gamevil	게임빌
planet	플래닛
market	마켓
disney	디즈니
hana	하나
card	카드
hanacard	하나카드
corporation	코퍼레이션
netmarble	넷마블
wallet	월렛
team	팀
taxi	택시
cash	캐시
social	소셜
genius	지니어스
master	마스터
clean	클린
piano	피아노
cafe	카페
afreeca	아프리카
tv	티비
who	후
stack	스택
candy	캔디
tmon	티몬
line	라인
melon	멜론
hard	하드
solution	솔루션
memory	메모리
metro	메트로
my	마이
mymetro	마이메트로
send	샌드
anywhere	애니웨어
naver	네이버
daum	다음
nate	네이트
translator	트랜슬레이터
foodie	푸디
instagram	인스타그램
facebook	페이스북
google	구글
apple	애플
photos	포토
camera	카메라
selfi	셀피
milk	밀크
music	뮤직
mini	미니
gmail	지메일
styleshare	스타일쉐어
sunrise	선라이즈
youtube	유튜브
keep	킵
soundcloud	사운드클라우드
toss	토스
stocks	스톡
seven	세븐
trello	트렐로
windfinder	윈드파인더
air busan	에어부산
jinair	진에어
uber	우버
mobile	모바일
stock	스톡
bank	뱅크
business	비지니스
calendar	캘린더
pop	팝
messenger	메신저
simple	심플
chrome	크롬
zenmate	젠메이트
cashbag	캐쉬백
plus	플러스
remote	리모트
media	미디어
converter	컨버터
player	플레이어
pro	프로
editor	에디터
photo	포토
connect	커넥트
speed	스피드
test	테스트
security	시큐리티
map	맵
band	밴드
outlook	아웃룩
flipboard	플립보드
drive	드라이브
one	원
pocket	포켓
mail	메일
email	이메일
rocket	로켓
system	시스템
update	업데이트
gallery	갤러리
health	헬스
fitness	피트니스
scan	스캔
bot	봇
scanbot	스캔봇
a	에이
b	비
c	씨
d	디
e	이
f	에프
g	지
h	에이치
i	아이
j	제이
k	케이
l	엘
m	엠
n	엔
o	오
p	피
q	큐
r	알
s	에스
t	티
u	유
v	브이
w	더블유
x	엑스
y	와이
z	지
Guardian	가디언
galaxy	갤럭시
galaxy alpha	갤럭시 알파
go to	고투
guam	괌
graphic	그래픽
glorified	글로리파이드
Namuwiki	나무위키
nice	나이스
neanderthal	네안데르탈
nexon	넥슨
Netflix	넷플릭스
newbie	뉴비
direct	다이렉트
diamond	다이아몬드
Daewoo	대우
Dancehall	댄스홀
The Day Before	더데이비포
data algorithms	데이터 알고리즘
donald trump	도널드 트럼프
durango	듀랑고
dual	듀얼
Drum and Bass	드럼 앤드 베이스
demand	디맨드
decided	디사이디드
Disabler	디스에이블러
differential power analysis	디퍼런셜 파워 어낼리시스
dictionary	딕셔너리
deep learning	딥러닝
think	씽크
radio	라디오
riding	라이딩
lion	라이온
lycos	라이코스
lobster	랍스터
laughter	래프터
lab	랩
laptop	랩탑
Launcher	런처
raggamuffin	레게머핀
resume	레쥬메
linearization	리니어라이제이션
Resource	리소스
Mars	마스
my name is	마이 네임 이즈
microsoft	마이크로소프트
mad	매드
Magic Brush	매직브러시
mixtape	믹스테이프
million	밀리언
barack obama	버락 오바마
Park Chan-wook	박찬욱
baldur's gate	발더스게이트
Baskin robbins	배스킨라빈스
batman	배트맨
backup	백업
variety	버라이어티
Bungee	번지
But	벗
Value	벨류
Byun	변
bro	브로
begin	비긴
begin again	비긴 어게인
bmw	비엠더블유
Beyond	비욘드
Business Calendar	비지니스 캘린더
Bit coin	비트코인
behind	비하인드
big	빅
samuel beckett	사뮈엘 베케트
sometime	섬타임
Sung KIM	성김
Sungwoo	성우
cellular	셀룰러
shutdown	셧다운
Shut up	셧업
Superman	슈퍼맨
supervisor	슈퍼바이저
Smart XPay	스마트 엑스페이
SkyView	스카이뷰
skate	스케이트
starcraft	스타그래프트
Staten	스테이튼
state	스테이트
Stochastic	스토캐스틱
steve jobs	스티브 잡스
Steering	스티어링
Sphere Tones	스피어톤즈
sims	심즈
sync	싱크
Some	썸
Ashgabat	아시가바트
itunes	아이튠즈
Artify	아티파이
algorithm	알고리즘
R&B	알앤비
Alpha	알파
analytics	애널리틱스
any	애니
admob	애드몹
adsense	애드센스
Ashley Olsen	애슐리 올슨
apple	애플
absent	앱센트
Adult	어덜트
admin	어드민
adventure	어드벤처
amuse	어뮤즈
abandon	어밴던
unknown	언노운
Undercover	언더커버
undead	언데드
unbind	언바인드
uninstall	언인스톨
unhappy	언해피
alive	얼라이브
every	에브리
SSD	에스에스디
airbnb	에어비앤비
asus	에이수스
FBI	에프비아이
excellent	엑설런트
Xbox	엑스박스
XPay	엑스페이
enthusia	엔써지아
angel	엔젤
element	엘리먼트
mx player	엠엑스 플레이어
mPOP	엠팝
edge	엣지
oracle	오라클
Onoffmix	온오프믹스
almost	올모스트
always	올웨이즈
Wi-Fi	와이파이
What are you doing	왓아유두잉
yolo	욜로
warcraft	워크래프트
wonder	원더
wanted	원티드
Webster's	웹스터즈
wind	윈드
Used	유즈드
Ethernet	이더넷
even though	이븐도우
evil	이블
lee sang bong	이상봉
exchange	익스체인지
exclude	익스클루드
engagement	인게이지먼트
indivisual	인디비주얼
install	인스톨
Instructor	인스트럭터
include	인클루드
eleven	일레븐
important	임포턴트
junglist	정글리스트
jupiter	주피터
Jin Air	진에어
check	체크
Camera Connect	카메라 커넥트
couch	카우치
couchsurfing	카우치서핑
Kind	카인드
canon	캐논
characterization	캐릭터라이제이션
calvin	캘빈
Captain America	캡틴 아메리카
Contemporary	컨템퍼러리
KBS kong	케이비에스 콩
code jam	코드잼
costco	코스트코
coex	코엑스
quality	퀄리티
Question	퀘스천
Quest	퀘스트
kyu	큐
Crowd	크라우드
task	태스크
Taejoon	태준
Taejoon Byun	태준변
TeslaUnread	테슬라언리드
TensorFlow	텐서플로우
torrent	토렌트
two	투
Together	투게더
to go	투고
Todoist	투두이스트
tour	투어
trial	트라이얼
Trans Caspian	트란스카스피안
trash	트래쉬
twitter	트위터
T map	티맵
T'way Air	티웨이에어
panasonic	파나소닉
poweramp	파워앰프
python	파이썬
Fabric	패브릭
fast	패스트
personal	퍼스널
function	펑션
foreigner	포리너
foreign	포린
Pushbullet	푸시불렛
friend	프렌드
friends	프렌즈
prototype	프로토타입
Floccinaucinihilipilification	플록시노시나이힐리필리피케이션
Fever	피버
physical	피지컬
How have you been	하우 헤브 유 빈
how to	하우투
Hyperlapse	하이퍼랩스
hangout	행아웃
hang out	행아웃
hungry	헝그리
heaven	헤븐
Hyundai	현대
hyoung	형
hostel world	호스텔 월드
Heungsub	흥섭
he is a boy	히 이즈 어 보이
Hero	히어로
Hillary clinton	힐러리 클린턴
gadolinium	가돌리늄
guard	가드
guard rail	가드레일
cardigan	가디건
gasoline	가솔린
gas	가스
gas range	가스레인지
gas boiler	가스보일러
gossip	가십
gown	가운
guide	가이드
guideline	가이드라인
gallium	갈륨
gag	개그
gap	갭
gang	갱
girdle	거들
gauze	거즈
guerrilla	게릴라
guest	게스트
gay	게이
game	게임
goal	골
goldfinch	골드핀치
goal	골인
goalkeeper	골키퍼
golf	골프
gong	공
graph	그래프
gram	그램
grapefruit	그레이프프루트
group	그룹
glove	글러브
gear	기어
guitar	기타
gum	껌
night game	나이트게임
nightclub	나이트클럽
knife	나이프
nylon	나일론
Nazism	나치즘
nonsense	난센스
navigation	내비게이션
napkin	냅킨
nut	너트
neon	네온
namespace	네임스페이스
network	네트워크
necktie	넥타이
nobelium	노벨륨
knock	노크
notebook	노트
notebook	노트북
know-how	노하우
nocturne	녹턴
nonstop	논스톱
news	뉴스
nickel	니켈
nipper	니퍼
down	다운
download	다운로드
downtown	다운타운
diving	다이빙
diamond	다이아몬드
diary	다이어리
diet	다이어트
dial	다이얼
diode	다이오드
digest	다이제스트
documentary	다큐멘터리
doctor	닥터
dollar	달러
dancer	댄서
dam	댐
dubbing	더빙
dumping	덤핑
daisy	데이지
data	데이터
date	데이트
doughnut	도넛
doping	도핑
doctrine	독트린
durian	두리안
driver	드라이버
drum	드럼
disco	디스코
disk	디스크
disk jockey	디스크자키
dystopia	디스토피아
dysprosium	디스프로슘
design	디자인
DJ	디제이
digital	디지털
digital camera	디지털카메라
dill	딜
radon	라돈
radio	라디오
lavash	라바슈
lavender	라벤더
round	라운드
rival	라이벌
lighter	라이터
line	라인
lilac	라일락
Latin America	라틴아메리카
rafflesia	라플레시아
rapper	래퍼
rutherfordium	러더포듐
reggae	레게
rhenium	레늄
red card	레드카드
lemonade	레모네이드
lemon	레몬
wrestling	레슬링
leopard	레오파드
radio	레이더
lace	레이스
layout	레이아웃
rail	레일
lesbian	레즈비언
lens	렌즈
logarithm	로가리듬
roadrunner	로드러너
lawrencium	로렌슘
robot	로봇
rocket	로켓
rock	록
rollercoaster	롤러코스터
ruby	루비
rubidium	루비듐
ruthenium	루테늄
lutetium	루테튬
rheumatism	류머티즘
lute	류트
league	리그
lease	리스
list	리스트
litre	리터
lithium	리튬
litmus	리트머스
rehearsal	리허설
lymph	림프
lipstick	립스틱
link	링크
margarine	마가린
magnesite	마그네사이트
magnesium	마그네슘
magnetic	마그네틱
magma	마그마
mania	마니아
marathon	마라톤
marihuana	마리화나
massage	마사지
mascara	마스카라
mascot	마스코트
mask	마스크
master	마스터
masturbation	마스터베이션
mast	마스트
mouse	마우스
mound	마운드
minus	마이너스
mike	마이크
micro	마이크로
microgram	마이크로그램
microchip	마이크로칩
microcomputer	마이크로컴퓨터
microprocessor	마이크로프로세서
mind	마인드
mile	마일
margin	마진
marketing	마케팅
market	마켓
mark	마크
mart	마트
manganese	망가니즈
manicure	매니큐어
mammoth	매머드
mat	매트
mattress	매트리스
musket	머스켓
mustard	머스터드
menu	메뉴
medal	메달
medley	메들리
merit	메리트
memo	메모
message	메시지
make up	메이크업
melody	멜로디
member	멤버
monorail	모노레일
monitor	모니터
model	모델
motion	모션
mosque	모스크
mosaic	모자이크
motor	모터
motel	모텔
motto	모토
muezzin	무에진
musical	뮤지컬
minaret	미나레트
mini	미니
media	미디어
millimetre	미리미터
missile	미사일
Miss	미스
meerkat	미어캣
metre	미터
meeting	미팅
mixer	믹서
milligram	밀리그램
bar	바
banana	바나나
vanadium	바나듐
vanilla	바닐라
barometer	바로미터
barium	바륨
barricade	바리케이드
baritone	바리톤
barbell	바벨
barbecue	바비큐
bound	바운드
virus	바이러스
buyer	바이어
bio	바이오
biotechnology	바이오테크놀로지
violinist	바이올리니스트
violin	바이올린
byte	바이트
barge	바지
bartender	바텐더
box	박스
bacteria	박테리아
vandalism	반달리즘
ballad	발라드
badminton	배드민턴
battery	배터리
bat	배트
bag	백
vaccine	백신
vampire	뱀파이어
bug	버그
bus	버스
version	버전
berkelium	버클륨
butter	버터
button	버튼
bed scene	베드신
veranda	베란다
beryllium	베릴륨
bestseller	베스트셀러
babysitter	베이비시터
baseball	베이스볼
bench	벤치
board game	보드게임
bodyguard	보디가드
bodybuilding	보디빌딩
bohrium	보륨
boy	보이
boycott	보이콧
boat	보트
boxing	복싱
ball	볼
volume	볼륨
booby trap	부비트랩
bulldozer	불도저
blouse	브라우스
browser	브라우저
brassiere	브래지어
brandy	브랜디
brake	브레이크
blouse	블라우스
black	블랙
black hole	블랙홀
blazar	블레이자
blog	블로그
blueberry	블루베리
blue ocean	블루오션
blue	블루
blue-collar	블루칼라
Venus	비너스
vinyl	비닐
video game	비디오게임
beaver	비버
beach volleyball	비치발리볼
bikini	비키니
Big Bang	빅뱅
vintage	빈티지
building	빌딩
bilberry	빌베리
sadist	사디스트
samarium	사마륨
savanna	사바나
sound	사운드
cider	사이다
siren	사이렌
cyber	사이버
size	사이즈
psycho	사이코
cycle	사이클
cyclone	사이클론
Psyche	사이키
site	사이트
sign	사인
saccharin	사카린
safari	사파리
sapphire	사파이어
sash	새시
sandwich	샌드위치
sandal	샌들
salvia	샐비어
shower	샤워
shampoo	샴푸
server	서버
serve	서브
service	서비스
serviceman	서비스맨
circus	서커스
sunglasses	선글라스
serenade	세레나데
cerium	세륨
seminar	세미나
sale	세일
sequoia	세쿼이아
sense	센스
center	센터
centimeter	센티미터
celery	셀러리
self	셀프
sherbet	셔벗
shirt	셔츠
shutter	셔터
shuttle	셔틀
shuttlecock	셔틀콕
sauce	소스
sausage	소시지
socket	소켓
sofa	소파
software	소프트웨어
chauvinism	쇼비니즘
short	쇼트
shopping	쇼핑
sumac	수마크
soup	수프
shield	쉴드
supermarket	슈퍼마켓
smartphone	스마트폰
smog	스모그
scout	스카우트
scandium	스칸듐
skate	스케이트
ski	스키
skinny jeans	스키니진
style	스타일
standbar	스탠드바
steak	스테이크
stained glass	스테인드글라스
stainless	스테인리스
rubidium	스트론튬
spy	스파이
spike	스파이크
spade	스페이드
space	스페이스
spoiler	스포일러
sports	스포츠
sports car	스포츠카
spoon	스푼
speaker	스피커
scenario	시나리오
synergy	시너지
cement	시멘트
system	시스템
cyan	시안
Caesar	시저
sheet	시트
xylophone	실로폰
symposium	심포지엄
announcer	아나운서
argon	아르곤
armadillo	아르마딜로
amaryllis	아마릴리스
amateur	아마추어
americium	아메리슘
amoeba	아메바
almond	아몬드
avocado	아보카도
acetate	아세테이트
acetaldehyde	아세트알데히드
ASCII	아스키
astatine	아스타틴
asphalt	아스팔트
outline	아우트라인
out	아웃
outsider	아웃사이더
outside	아웃사이드
ID	아이디
idea	아이디어
irony	아이러니
ivory	아이보리
ice	아이스
icebox	아이스박스
ice cream	아이스크림
ice hockey	아이스하키
iodine	아이오딘
icon	아이콘
IQ	아이큐
einsteinium	아인슈타이늄
einsteinium	아인시타이늄
arch	아치
academy	아카데미
acacia	아카시아
accordion	아코디언
acrylic	아크릴
apartment	아파트
aporia	아포리아
aphorism	아포리즘
actinium	악티늄
antenna	안테나
antique	안티크
algorithm	알고리듬
aldehyde	알데히드
allegory	알레고리
aloe	알로에
aluminium	알루미늄
aluminium	알루미니움
alibi	알리바이
albino	알비노
alkaloid	알칼로이드
alkali	알칼리
alcohol	알코올
ammonia	암모니아
ampere	암페어
anagram	애너그램
animation	애니메이션
aquatint	애쿼틴트
application	애플리케이션
anthology	앤솔러지
album	앨범
altruism	앨트루이즘
ambulance	앰뷸런스
yard	야드
under	언더
upgrade	업그레이드
egoism	에고이즘
energy	에너지
error	에러
erbium	에르븀
escalator	에스컬레이터
estrogen	에스트로겐
AIDS	에이즈
alien	에일리언
episode	에피소드
engine	엔진
enterovirus	엔테로바이러스
entropy	엔트로피
elevator	엘리베이터
elf	엘프
MC	엠시
yellow card	옐로카드
orange	오렌지
aurora	오로라
original	오리지널
oven	오븐
osmium	오스뮴
oasis	오아시스
opal	오팔
opera	오페라
operetta	오페레타
on-line	온라인
online gam	온라인게임
all game	올게임
oligomer	올리고머
olive	올리브
Olympic	올림픽
